sentence,label
Czy mogę mieć ostatnie słowo w tej sprawie?,No
Ale musimy zreformować rząd.,No
Chciałbym tylko odpowiedzieć.,No
"Nawiasem mówiąc, rozumie też rodziny o specjalnych potrzebach.",No
"W rzeczywistości w latach 90. zgromadziliśmy nadwyżkę w wysokości 5,6 biliona dolarów, która miała na celu ratowanie ubezpieczeń społecznych.",Yes
"I widzisz, tak, moje stanowisko ewoluowało.",No
Ale w ogóle nie powinno nas tam być.,No
"Ten kraj nie zniesie kolejnych czterech lat Baracka Obamy, a to właśnie dostajemy wraz z nią.",No
"Tak więc, jeśli chodzi o szacunek naszych własnych obywateli wobec naszego własnego rządu, jeśli chodzi o udział w kształtowaniu koncepcji i zobowiązań, jeśli chodzi o zaufanie naszego kraju wśród narodów świata, jeśli chodzi o zależność naszego kraju w zaspokajaniu potrzeb i zobowiązań, które wyraziliśmy wobec naszych sojuszników, jeśli chodzi o szacunek dla naszego kraju - nawet wśród naszych potencjalnych przeciwników - jesteśmy słabi.",No
"Żaden amerykański żołnierz nigdy nie ginie na próżno, ponieważ wykonuje misje swojego głównodowodzącego.",No
"I wrócimy do domu, tak jak wróciliśmy, gdy wygraliśmy inne wojny, a nie w porażce.",No
I zamierzam wprowadzić lepsze wysiłki na rzecz bezpieczeństwa wewnętrznego.,No
"Cóż, pomoc Rosji w przeprowadzeniu rewolucji jest opłacalna; to grosze w porównaniu z powrotem do zimnej wojny.",Yes
Jestem przeciwny usuwaniu zapór na północnym zachodzie.,No
"Bob, nie wdawajmy się w takie hipotezy.",No
"W tym momencie absolutnie krytyczne jest, aby następny prezydent jasno powiedział, że musimy postępować zgodnie z naszym sześciostronnym - lub sześciopunktowym - zawieszeniem broni.",No
"Oznacza to konieczność masowej obecności organów ścigania, gdzie funkcjonariusze będą chodzić od szkoły do szkoły, od domu do domu, od firmy do firmy, łapiąc ludzi, którzy nie mają dokumentów.",No
Wielu z nas jest.,No
"Nie sądzę, by na tym etapie istniała konieczność umieszczania naszych wojsk w Syrii.",No
"Musimy zezwolić małym firmom na zawieranie ubezpieczeń ponad granicami jurysdykcji, aby małe firmy mogły sobie pozwolić na opiekę zdrowotną, a małe restauracje mogły sobie pozwolić na opiekę zdrowotną.",No
"Ale uważam, że jest to absolutnie ważne, abyśmy to podtrzymali, ponieważ jest to tak traumatyczne przeżycie.",No
"Uważam, że słusznie przyjęliśmy ustawę Kassebauma-Kennedy'ego, która mówi, że nie można stracić ubezpieczenia zdrowotnego tylko dlatego, że zmienia się pracę lub ktoś w rodzinie zachorował.",Yes
"Sądzę jednak, że dzięki poprawie produktywności byłyby one znacznie mniej inflacjogenne niż zorientowane na konsumpcję obniżki podatków, które zaleca gubernator Reagan.",No
"Były szef Połączonych Sztabów powiedział, że admirał Mullen powiedział, że nasz dług jest największym zagrożeniem dla bezpieczeństwa narodowego, przed jakim stoimy.",Yes
Przyszedł się ze mną zobaczyć.,No
Laos zmierza w tym kierunku.,Yes
"I wreszcie, czy istniała strategia wyjścia.",No
"Prezydent Korei Południowej wrócił do Korei Południowej skonsternowany i zawstydzony, ponieważ było to sprzeczne z jego polityką.",No
Chcę dobrych stosunków z Chinami.,No
"I przypomina mi, że ważne jest, abyśmy nigdy nie mylili wojny z wojownikami.",No
Nie rzucajmy więc o to kamieniami.,No
Ma ponad 100 miliardów dolarów na obniżki podatków i zachęty.,Yes
"Cóż, kwestia osądu jest bardzo ważna.",No
"I to jest powód, dla którego współpracując z Izraelem, stworzyliśmy najsilniejszą współpracę wojskową i wywiadowczą między naszymi dwoma krajami w historii.",Yes
"Ale najważniejsze jest to, co zrobimy teraz?",No
I zrobimy to.,No
Nikt nie może być przeciwny alternatywnej energii.,No
"I zamierzamy to zrobić, inwestując w zapobieganie.",No
"Na Bałkanach mamy sojuszników, NATO, gotowych, chętnych i zdolnych do tego, by wziąć na siebie dużą część ciężaru.",Yes
"Nie, ale trzeba wrócić do tego, czym było ubezpieczenie społeczne w momencie jego utworzenia.",No
"Nie powiedziałem, że wprowadzę wojska w ciągu sześciu miesięcy.",Yes
"A głównym beneficjentem tego uchylenia są firmy ubezpieczeniowe, które szacuje się, że zyskają miliardy dolarów, podczas gdy nie sprawiają, że seniorzy są zdrowsi.",Yes
Nie biorę tego do siebie.,No
Na tym polega problem z naszym systemem.,No
"Byłeś w całkowitym kontakcie z Białym Domem i być może, niestety, Obama prawdopodobnie nadal cię słuchał.",No
Sięgnąłem po drugą stronę.,No
Proszę ludzi o wsparcie jako prezydent.,No
"Nie słyszałem żadnego komentarza gubernatora Reagana na temat tego, co zrobiłby, aby powstrzymać lub ograniczyć terroryzm w przyszłości.",Yes
"Oprócz tego powinniśmy zmienić kierunek wykorzystania węgla, szczególnie w regionach Appalachów, gdzie znajduje się węgiel.",No
Senator McCain lubi dużo mówić o earmarks.,No
"A jeśli tego nie zrobimy, będziemy wydawać pieniądze naszych dzieci.",No
Wciąż mamy spadek o 580 000 miejsc pracy.,Yes
"Oznacza to, że Stany Zjednoczone muszą silnie współpracować dyplomatycznie z naszymi przyjaciółmi w NATO.",No
"Konsekwencje porażki, które wynikałyby z jego planu wycofania się i według daty pewnej, niezależnie od warunków, według naszych przywódców wojskowych, według każdego eksperta, doprowadziłyby do porażki - możliwej porażki, utraty całej delikatnej ofiary, którą złożyliśmy z amerykańskiej krwi i skarbu, co zasmuca nas wszystkich.",No
"I wysłali tajemnice nuklearne, potencjalnie, do krajów takich jak Syria.",Yes
W tej kwestii nie zgodziliśmy się z wiceprezydentem.,Yes
"Pojechałem do Waszyngtonu, by rozwiązywać problemy.",No
"Cóż, zdecydowanie popieram Roe przeciwko Wade, które gwarantuje kobiecie konstytucyjne prawo do podejmowania najbardziej intymnych, najtrudniejszych, w wielu przypadkach, decyzji dotyczących jej opieki zdrowotnej, jakie można sobie wyobrazić.",Yes
"Oczekuję, że sam będę miał taką możliwość.",No
"Może porozmawiamy o czymś więcej, zanim to się skończy.",No
"Jesteśmy w wielkiej, grubej, brzydkiej bańce.",No
"To, czemu się sprzeciwiam - [oklaski] - to, czemu się sprzeciwiam - to to, czemu się sprzeciwiam, to to, że ktoś próbuje wykorzystać swoją wiarę, by kwestionować wiarę innych lub wykorzystać tę wiarę i próbować wykorzystać władzę rządu, by narzucić ją innym.",No
Przejdźmy jednak do sedna sprawy.,No
"Więc jeśli po prostu to podrzemy i wyrzucimy, to Donald nie powie ci, że po prostu zwrócimy to firmom ubezpieczeniowym tak, jak było kiedyś, a to oznacza, że firmy ubezpieczeniowe...",No
"Chcę jednak, by nasz sektor prywatny się rozwijał i wiem, jak to zrobić.",No
Nie byłoby to właściwe z mojej strony.,No
"Ponieważ nie jest to tylko kwestia zdrowotna, ale także ekonomiczna dla kobiet.",No
"Chodzi mi o to, że senator McCain mówił ostro o earmarks, i to dobrze, ale earmarks stanowią około 18 miliardów dolarów naszego budżetu.",Yes
"Ale widzę również ogromną szansę na negocjacje ze Związkiem Radzieckim, aby wykorzystać postęp, jaki osiągnęliśmy dzięki traktatowi INF, który zdecydowanie poparłem, podobnie jak większość Demokratów, aby uzyskać te redukcje broni strategicznej, uzyskać traktat o zakazie testów i naprawdę poczynić postępy w zakresie redukcji sił konwencjonalnych w Europie.",Yes
"Cóż, nie wymienię swojego gabinetu, zanim zostanę wybrany.",No
"Możemy współpracować z przemysłem rozrywkowym, aby zapewnić godziny rodzinne.",No
"Myślałem, że pytanie dotyczy obrony.",No
Będę bronić prawa Roe v. Wade.,No
Mieliśmy z nim do czynienia; sprzedawał narkotyki naszym dzieciom.,Yes
"Wiem, że jestem na to gotowy.",No
"Wyzwania, przed którymi stoi teraz Ameryka... Powodem, dla którego startuję w tym wyścigu, jest to, że w tym kraju są ludzie, którzy naprawdę cierpią.",No
Spoglądam w górę i widzę radziecką flagę na Księżycu.,No
"Moi drodzy Amerykanie, to zaproszenie do katastrofy.",No
To nie jest właściwy kurs dla Ameryki.,No
"Kiedy JFK powiedział, że polecimy na Księżyc w ciągu 10 lat, nikt nie był pewien, jak to zrobić, ale zrozumieliśmy, że jeśli Amerykanie podejmą decyzję o zrobieniu czegoś, to zostanie to zrobione.",No
"W rzeczywistości myślę, że dla większości ludzi myśl o prezydencie Quayle'u jest bardzo niepokojąca.",No
Oceniasz na podstawie protokołu.,No
"Ponadto mieliśmy szansę stać się teraz, wbrew naszym wieloletnim przekonaniom i zasadom, handlarzem bronią całego świata.",No
"Szacujemy, że programy te zwiększyłyby budżet federalny o minimum sto miliardów dolarów, a maksymalnie o dwieście miliardów dolarów rocznie.",Yes
Nadszedł czas na nowy początek po sezonie cynizmu.,No
Ale mam zdrowy rozsądek.,No
"Cóż, widzieliśmy, co się stało.",No
"Absolutnie ważne jest, abyśmy mieli zjednoczony sojusz i abyśmy wyjaśnili Rosjanom, że nie można być supermocarstwem lub potęgą XXI wieku i zachowywać się jak XX-wieczna dyktatura.",No
"Nadszedł czas, aby zjednoczyć ludzi i powiedzieć, że wszyscy seniorzy otrzymają ubezpieczenie na leki na receptę.",No
"Co więcej, wrogie stosunki między nami a Związkiem Radzieckim bez wątpienia uległyby bardzo szybkiemu pogorszeniu.",No
"Nie popełnijcie błędu, mają oni nadmierne wpływy w Waszyngtonie, a to robi różnicę, jeśli masz prezydenta, który będzie o ciebie walczył.",No
"Robimy wszystko, co w naszej mocy, by dzielić się informacjami.",No
Posiadasz również inwestycje poza Stanami Zjednoczonymi.,Yes
Ale to tylko senacki inside baseball.,No
"Obecnie rynki kredytowe są zamrożone, co w praktyce oznacza, że małe firmy i niektóre duże przedsiębiorstwa po prostu nie mogą uzyskać pożyczek.",Yes
Koniec zimnej wojny to niesamowita okazja do zmian.,No
"Mieliśmy ze sobą zabawne Crystal Gayle i Lorettę Lynn, które wstały i zaśpiewały, pojechały do małych miasteczek, a ja rozmawiałem o rolnictwie.",No
"Zapewniam, że poczyniliśmy wszelkie możliwe starania wobec Chińskiej Republiki Ludowej, a za jej pośrednictwem wobec rządu Kambodży.",No
"Mieszkańcy Stanów Zjednoczonych indywidualnie nie byliby w stanie rozwinąć doliny Tennessee, ale wspólnie mogliby to zrobić.",No
Zwłaszcza niektórzy z mniejszych producentów.,No
"Teraz może lepiej po prostu spotkać się, usiąść i porozmawiać.",No
Przez dwa lata ta administracja w ogóle nie rozmawiała z Koreą Północną.,Yes
"Muszą zaciągać dodatkowe długi, aby spłacać kredyty hipoteczne.",No
"Gubernatorze, ludzie w Detroit nie zapominają.",No
"W ciągu kilku godzin powiedziałem, że przepraszam za sposób, w jaki o tym mówiłem, ponieważ mój spór nie dotyczy jego zwolenników.",No
"I myślę, że mamy już dość historii pozwalania - pod pozorem rewolucji - komuś, o kim myśleliśmy, że ma trochę więcej racji niż my, pozwalania mu odejść, a następnie kończenia z totalitaryzmem, czystym i prostym, jako alternatywą.",No
"Senator Hagel z Nebraski powiedział, że postępowanie w Iraku jest nie tylko żałosne, nie tylko żenujące, ale wręcz niebezpieczne.",Yes
Jest to obniżka podatku rodzinnego.,No
"To takie smutne, gdy widzi się, co się stało.",No
Ludzie będą otrzymywać wynagrodzenie.,No
"A kiedy mówię o przywództwie prezydenckim, odnoszę się na przykład do naszej postawy wobec strajków okupacyjnych.",No
"Widziałem wiele setek tysięcy ludzi, którzy nie są odpowiednio odżywieni.",No
"Po prostu nie sądzę, by rolą Stanów Zjednoczonych było wchodzenie do kraju i mówienie: ""My robimy to w ten sposób, wy też powinniście"".",No
"Uważam, że wszyscy nowi nauczyciele powinni być egzaminowani z przedmiotów, których uczą.",No
"Damy im 1,7 miliarda dolarów w gotówce.",Yes
"Jeden procent Amerykanów dostał więcej niż 80 procent Amerykanów, którzy zarobili od 100 000 dolarów w dół.",Yes
Możesz rozejrzeć się dookoła i zobaczysz pierwszorzędne silne kobiety.,No
"Jednak nie ten, o którym wspomniałeś.",No
Przepraszam Amerykanów.,No
Chcę zmniejszyć obciążenie podatkowe rodzin o średnich dochodach.,No
"W odniesieniu do Iranu, Brytyjczycy, Francuzi i Niemcy byli tymi, którzy zainicjowali wysiłki, niestety bez udziału Stanów Zjednoczonych, aby rozpocząć próby ograniczenia możliwości nuklearnych w Iranie.",Yes
"Być może jeszcze tam nie dotarliśmy, ale nie dotrzemy tam, dając preferencje i kwoty.",No
Mogłoby to zapobiec tej tragedii.,No
"Jeśli uważasz, że wszystko, co jest teraz robione, jest satysfakcjonujące, że względna władza, prestiż i siła Stanów Zjednoczonych rośnie w stosunku do komunistów; że zyskujemy większe bezpieczeństwo, że jako naród osiągamy wszystko, co powinniśmy osiągnąć, że osiągamy lepsze życie dla naszych obywateli i większą siłę, to zgadzam się.",No
Dziękujemy za pytanie.,No
Chcę zrobić coś z ubezpieczeniem społecznym.,No
"Przede wszystkim chciałbym powiedzieć, co zrobiliśmy.",No
"Bill Clinton próbował podejścia, o którym mówię.",No
I proste rzeczy nie zostały zrobione.,No
Nasz kraj był bardzo aktywny w regularnych rozmowach z tamtejszymi przywódcami.,No
"Musimy obniżyć koszty, zwiększyć wartość, położyć nacisk na dobre samopoczucie.",No
"Mój przeciwnik powiedział, że ta wojna jest kwestią wywiadu i egzekwowania prawa.",No
... i wspaniałą pierwszą damą.,No
"I obciął obronę o dodatkowe 60 miliardów dolarów, wyrzucając wielu ludzi z pracy.",Yes
Donald chce zerwać nasze sojusze.,No
"To wspaniałe, że Libia wydaje się robić postępy, pomimo tej strasznej tragedii.",No
"Ale myślę, że jeszcze ważniejszy jest mój rekord w domu.",No
"Podczas ostatniej debaty mój przeciwnik powiedział, że jego żona była zaangażowana w te programy.",No
"Tak więc pracowaliśmy nad tym, równolegle z pracą nad miejscami pracy, ponieważ jest to część zapewnienia rodzinom z klasy średniej bezpieczeństwa w tym kraju.",Yes
Ta umowa jest bardzo destrukcyjna dla amerykańskiego przemysłu lotniczego.,No
"Jeśli chodzi o uczelnie społeczne, w całym kraju obserwujemy świetną pracę, ponieważ mamy możliwość szkolenia ludzi do pracy, która istnieje już teraz.",No
"Jeśli popełnię błąd, przyznaję się do niego.",No
"Pytanie brzmi teraz: Czy wolność może być utrzymana pod najcięższym atakiem, jaki kiedykolwiek znała?",No
"Po trzecie, zamierzam doprowadzić do zrównoważenia budżetu.",No
To był świetny pokaz prezydenckiego przywództwa.,No
Stracilibyśmy milion miejsc pracy.,Yes
"Nigdy nie powiedziałem, że powinniśmy zapisać to w prawie, jeśli istnieją dowody na to, że tego celu nie da się osiągnąć.",Yes
Wymaga to jednak prezydenckiego przywództwa.,No
"W 1983 roku, w wyniku tych preferencji podatkowych, zapłacił nieco ponad 12%, 12,8% podatków.",Yes
"To ty rozesłałeś zdjęcia wokół swojej kampanii, rozesłałeś zdjęcia z prezydentem Obamą w określonym stroju.",Yes
"Zrobiliśmy to, zabierając 60 miliardów dolarów, które trafiały do banków i pożyczkodawców jako pośredników w programie pożyczek studenckich, i powiedzieliśmy: odetnijmy pośredników.",Yes
A ten nie brzmi dobrze i nie jest przystępny cenowo.,No
"Poważnie, etykiety nic nie znaczą.",No
"Wydajemy więcej pieniędzy, ale podnieśmy standardy, dokonajmy wczesnych pomiarów i rozwiążmy problemy teraz, zanim będzie za późno.",No
Teraz mamy do czynienia z najgorszym odrodzeniem gospodarki od czasów Wielkiego Kryzysu.,Yes
Pozbywam się przepisów dotyczących odsetek.,No
"Teraz, kiedy mamy kandydata na prezydenta, na przykład senatora Kennedy'ego, który w kółko twierdzi, że Stany Zjednoczone zajmują drugie miejsce w kosmosie, a faktem jest, że dzisiejszy wynik w kosmosie wynosi dwadzieścia osiem do ośmiu - mieliśmy dwadzieścia osiem udanych strzałów, oni mieli osiem; kiedy twierdzi, że zajmujemy drugie miejsce w edukacji, a ja widziałem edukację radziecką i widziałem naszą, a my nie; że jesteśmy na drugim miejscu w nauce, ponieważ oni mogą być na czele w tej czy innej dziedzinie, podczas gdy ogólnie rzecz biorąc, jesteśmy daleko przed Związkiem Radzieckim i wszystkimi innymi krajami w nauce; kiedy mówi, tak jak to zrobił w styczniu tego roku, że mamy najgorsze slumsy, że mamy najbardziej zatłoczone szkoły; kiedy mówi, że siedemnaście milionów ludzi idzie spać głodnych każdej nocy; kiedy wygłasza takie oświadczenia, co to robi z amerykańskim prestiżem?",Yes
"Zapewnił nam dobre życie klasy średniej, ale ludzie, dla których pracował, oczekiwali, że umowa zostanie dotrzymana po obu stronach.",No
"Cóż, jak już mówiłem, musimy przyjrzeć się temu, co oznaczałby przewrót i jaki byłby rząd, który by po nim nastąpił.",No
Senat nie głosował jeszcze nad traktatem o ograniczeniu zbrojeń strategicznych.,No
"Takie jest znaczenie imprezy; tylko wtedy, gdy mówi coś o nagraniu.",No
"Mam nadzieję, że tak nie myślisz.",No
Nie wierz mi na słowo.,No
"Nie ma wątpliwości, że system wymaga reformy i jest wiele rzeczy, na które wydajemy pieniądze i które należy wyeliminować.",No
"Po trzecie, w 1952 r. było tylko siedem głosów za przyjęciem Czerwonych Chin do Organizacji Narodów Zjednoczonych.",Yes
"Po drugie, podjąłbym wysiłki na rzecz izolacji dyplomatycznej.",No
Trudniej jest bronić tego narodu.,No
Ale Bernie Sanders został wykorzystany.,No
"Niektórych wygnali, niektórych uwięzili, niektórych zamordowali.",Yes
"Opowiadałem się za rozszerzeniem alternatyw wyboru szkół publicznych i powiedziałem o utworzeniu 3000 nowych szkół, które pomożemy sfinansować stanom.",Yes
"Jedną z rzeczy, które zdarzają się, gdy jest się gubernatorem, jest konieczność podejmowania trudnych decyzji.",No
Teraz możemy zrobić to lepiej.,No
"Nie mogę pozwolić, by ominęła mnie polityka Waszyngtonu w starym stylu, polegająca na straszeniu wyborców.",No
Musimy zapewnić opiekę zdrowotną wszystkim Amerykanom.,No
"Ale abyśmy nie stracili dochodów, aby rządowi zabrakło pieniędzy, obniżam również odliczenia, kredyty i zwolnienia, abyśmy nadal przyjmowali te same pieniądze, gdy uwzględnimy również wzrost.",Yes
"Jest to wysiłek, który powinien zostać podjęty przede wszystkim dzięki silnemu przywództwu w Białym Domu, inspiracji naszych obywateli, zaangażowaniu biznesu, rolnictwa, przemysłu, siły roboczej i rządu na wszystkich szczeblach w pracę nad tym projektem.",No
"Mówi: ""Cóż, przyznajmy, że administracja robiła interesy z Noriegą.",Yes
Mieliśmy centralną księgowość.,Yes
"Powiedziałem, że w 1992 roku nie okazał tej uprzejmości prezydentowi Bushowi.",Yes
"Skończyło się na tym, że nie przedłużono nawet zasiłków dla bezrobotnych, a nawet opieki zdrowotnej dla osób bezrobotnych.",Yes
"Innymi członkami zarządu byli prezydenci Uniwersytetu Illinois, prezydent Uniwersytetu Northwestern, który jest republikaninem, prezydent Chicago Tribune, gazety o republikańskim nastawieniu.",No
"I nie obejmowałby kilku milionów osób, które w ogóle nie są objęte ubezpieczeniem społecznym.",Yes
"Uważam, że prezydent postąpił słusznie wobec Meksyku i bardzo mocno wspierał tamtejszą administrację.",No
"Czy Chruszczow zyskał na tym, że zdjął but, walił w stół, krzyczał i obrażał?",No
"Przy okazji, żebyś zrozumiał, kiedy powiedziała o 3 nad ranem, spójrz na Benghazi.",No
"Mam też bransoletkę od sierżanta - od matki sierżanta Ryana Davida Jopecka (ph), podarowaną mi w Green Bay.",No
"Nie wierzę, że jest coś, czego ten kraj nie może zrobić.",No
"Mogą obrać drogę dyplomatyczną i zakończyć swój program nuklearny lub będą musieli stawić czoła zjednoczonemu światu i prezydentowi Stanów Zjednoczonych, który powiedział, że nie zamierzamy rezygnować z żadnych opcji.",No
Mieliśmy uzasadnioną różnicę i całkowicie rozumiem różnicę między taktyką a strategią.,No
Zamierzam pomóc mieszkańcom śródmieść.,No
"FHA, która kiedyś była bardzo odpowiedzialną agencją, do której wszyscy zwracali się o pomoc w zakupie domu, straciła w zeszłym roku sześć milionów dolarów.",Yes
Istnieje wiele obaw - w rzeczywistości nauczyciele i rodzice nazywają to efektem Trumpa.,Yes
"W rzeczywistości eksplozja populacji, jeśli spojrzeć na rzeczywiste liczby, została znacznie przesadzona - przesadzona.",Yes
Tego wieczoru rozmawialiśmy o sile narodowej.,No
"Ale każdy, kto tu jest, chce mieć tu więcej miejsc pracy.",No
"Nie możemy jej narzucić, ale musimy ją pielęgnować i właśnie to chciałbym zrobić jako prezydent - podążać za tymi trzema zobowiązaniami w przyszłości.",No
"Mógłbym również powiedzieć, że - jeśli zobaczymy, że cele te nie mogą zostać osiągnięte - i wierzę, że są to rozsądne cele - to zmniejszyłbym tempo wdrażania nowych programów, aby dostosować się do zrównoważonego budżetu do roku fiskalnego 81, który jest ostatnim rokiem następnej kadencji.",No
"Odkąd jestem prezydentem, przywrócono więcej gruntów.",Yes
Odbudowa potęgi militarnej będzie wymagała nowego głównodowodzącego.,No
"Nie uważam, że amerykańska młodzież to grupy interesu, myślę, że to nasza przyszłość.",No
Siedzieliśmy tam z Barbarą przed konwencją Demokratów.,No
"Fakt, że mamy obecnie najsilniejszą gospodarkę w historii, nie jest wystarczający.",No
"Proponuję, abyśmy oceniali nasze szkoły, aby rodzice wiedzieli, które szkoły odnoszą sukcesy, a które nie, aby mogli zabrać swoje dziecko do szkoły, w której odnosi większe sukcesy.",No
"W końcu opracowaliśmy świetnego generała i strategię, która odniosła sukces.",No
I tym właśnie są.,No
Dyskutuję jednak o uprawnieniach prezydenta do ułaskawiania.,No
"Przez 31 i pół roku ta administracja unikała kontroli zbrojeń, opierała się przedkładaniu propozycji kontroli zbrojeń, które miały jakąkolwiek nadzieję na porozumienie, zganiła swojego negocjatora w 1981 r., gdy był bliski porozumienia, przynajmniej co do zasady, w sprawie broni średniego zasięgu.",Yes
"Po pierwsze, wydaje mi się, że gubernator Romney był za zakazem broni szturmowej, zanim się temu sprzeciwił.",Yes
W ciągu ostatnich 5 lat nasze dochody rosły szybciej niż średnia krajowa.,Yes
"Mówię to, ponieważ znam wielu ludzi, którzy uważają, że powinniśmy po prostu umyć ręce i odejść.",No
Nasz naród jest teraz osamotniony na świecie pod względem potęgi i dlatego musimy być pokorni.,No
Ale znowu jest to prawie jak polityka zagraniczna ad hoc.,No
"Myślę, że będziemy musieli to zrobić.",No
"Ale odbierasz broń przestępcom, którzy nie powinni jej mieć.",No
"Jeśli zniszczył je wiatr, woda lub ogień, budowaliśmy je od nowa.",No
"Dzięki Bogu, że sieci mają weryfikację faktów, więc nie muszę już po prostu sinieć na twarzy.",No
"Innymi słowy, 18% z nich zarabiało mniej niż 12 000 USD - osoby w wieku od 18 do 24 lat zarabiały mniej niż 12 000 USD.",Yes
"Musimy pomagać ludziom, którzy są między miejscami pracy.",No
Ale problem wzrostu populacji jest jednym z nich w odniesieniu do naszej imigracji.,No
"Znacznie zwiększyć fundusze na kształcenie charakteru, aby szkoły publiczne uczyły dzieci wartości, które przetrwały próbę czasu.",No
"Iran znajduje się w najsłabszym punkcie pod względem gospodarczym, strategicznym i militarnym od wielu lat.",Yes
I powiedziałem to wtedy.,No
"Porozmawiajmy o dwóch ważnych kwestiach, o których krótko wspomniał Donald, po pierwsze o NATO.",No
"Myślę, że nasze pokolenie Amerykanów ma takie samo spotkanie.",No
"Chciał nam dać ten wielki system, który przejąłby około jednej siódmej gospodarki, który wprowadziłby kontrolę cen, stworzył wszystkie te sojusze stanowe, kosztowałby 1,5 biliona dolarów i zmusiłby ludzi do opieki zarządzanej, niezależnie od tego, czy tego chcieli, czy nie.",Yes
"Nie widzę żadnych dowodów na to, że jest to środek odstraszający i uważam, że istnieją lepsze i skuteczniejsze sposoby radzenia sobie z brutalną przestępczością.",No
"To prawda, że nie zgadzamy się w tej kwestii.",No
"Uwielbiam zasadę, na której się opiera.",No
Teraz mamy dwie główne grupy zadaniowe lotniskowców.,Yes
"Na wstępie chcę powiedzieć, że prezydent nie przekazał wszystkich informacji na temat kwot, ponieważ Departament Sprawiedliwości prowadził w New Jersey sprawę, którą nazwaliśmy Piscataway.",Yes
"Czułem, że potrzebne jest większe poczucie odpowiedzialności za to, co dzieje się w Białym Domu.",No
"Mówisz, że zrobiliśmy te wszystkie złe rzeczy, co nie jest prawdą.",No
"Panie prezydencie, dobrze być z panem ponownie tego wieczoru.",No
Prezydent nie miał z tym wiele wspólnego.,No
Amerykański pracujący mężczyzna i kobieta nie są opodatkowani zbyt nisko.,No
"Myślę, że jest to coś, co musimy potraktować poważnie.",No
"I widziałem scenę z kokainą potraktowaną z humorem, jakby to był humorystyczny mały incydent.",No
"Pozwolę sobie teraz sprostować jeszcze jeden komentarz, który wygłosił gubernator Carter.",No
"W mojej administracji zamierzamy wyszkolić Gwardię Narodową, aby powstrzymać ich przed przekroczeniem granicy.",No
Nie wszystkie mądrości w tej kwestii znajdują się w Waszyngtonie.,No
Istnieją wszystkie te badania.,No
"Myślę, że przez pewien czas jako naród przyzwalaliśmy na rzeczy, które powinniśmy potępiać.",No
"Czuję, że właśnie stąd pochodzę.",No
"W rzeczywistości uważam, że każdy z tych standardów jest niezbędny do sprawowania władzy przez ten kraj.",No
"Patrząc konkretnie na rekord Arkansas - ciągle nas krytykuje, krytykuje mnie, jestem zasiedziały, w porządku.",No
Po prostu daj mi pracę.,No
"Niedawno rozmawiałem o tym z Vincentem Foxem, nowo wybranym prezydentem Meksyku, którego znam.",No
"Jeśli zrobimy te rzeczy, nie tylko twoja przyszłość będzie świetlana, ale także przyszłość Ameryki.",No
"Zasugerował, że to, czego potrzebujemy, to pójście w kierunku większej kontroli rządowej, co oznaczałoby również podniesienie cen, które konsumenci płacą za produkty i nałożenie na rolników jeszcze większej kontroli areału niż obecnie.",No
"Nie wybrałbym sędziego, który powiedziałby, że przysięga wierności nie może być odmawiana w szkole, ponieważ zawiera słowa ""pod Bogiem"".",No
"Mimo to powiedzieliśmy, że tak, musieliśmy podjąć pewne początkowe środki nadzwyczajne, aby upewnić się, że nie wpadniemy w Wielki Kryzys, ale powiedzieliśmy również, że upewnijmy się, że wycinamy te rzeczy, które nie pomagają nam w rozwoju.",No
"Myślę o młodym człowieku w tym kraju o nazwisku Villadaris, który został zwolniony z kubańskiego więzienia.",No
"Chce przerwać rozmowy sześciostronne lub koalicję pięciu krajów, która wysyła mu jasny komunikat.",No
"Trzeba na to bardzo uważać, ponieważ należy chronić ludzi, którzy już są w rurociągu.",No
"W poniedziałek w tym tygodniu podpisałem ustawę podatkową, która zawierała poprawkę uniemożliwiającą firmom w Stanach Zjednoczonych skorzystanie z ulgi podatkowej, jeśli w jakikolwiek sposób współpracowały z bojkotem arabskim.",Yes
"A pieniądze są u ludzi, którzy skorzystali z każdej ulgi w kodeksie podatkowym.",No
"A jeśli chodzi o opiekę zdrowotną, miałeś niezwykłe szczegóły dotyczące mojego planu dla osób, które wcześniej nie istniały.",Yes
"Oczywiste jest, że powinniśmy zobowiązać się wobec nich, że świadczenia z Ubezpieczeń Społecznych nie powinny być opodatkowane i że nie będzie żadnych bezwzględnych zmian w standardach, zgodnie z którymi wypłaty z Ubezpieczeń Społecznych są dokonywane na rzecz emerytów.",No
"Skłonność, której gubernator Reagan dał przykład w wielu niespokojnych czasach, odkąd ubiegał się o urząd prezydenta - myślę, że od 1968 roku - do wstrzykiwania amerykańskich sił zbrojnych w miejsca takie jak Korea Północna, do wprowadzenia blokady wokół Kuby w tym roku, lub w niektórych przypadkach, do zaangażowania sił amerykańskich w spór rybacki przeciwko małemu narodowi Ekwadoru na zachodnim wybrzeżu Ameryki Południowej.",Yes
"Amerykańskie Stowarzyszenie Medyczne, Stowarzyszenie Szpitali, Stowarzyszenie Pielęgniarek, Katolickie Stowarzyszenie Szpitali stwierdziły, że setki szpitali mogą zostać zamknięte, a ludzie poważnie ucierpią w wyniku planu Medicare Dole-Gingrich, który zawetowałem.",Yes
Ale doprowadzamy nasze firmy energetyczne do bankructwa.,Yes
