sentence,label
"A jeśli obniżymy tę stawkę, będą mogli zatrudnić więcej osób.",No
Powinniśmy radzić sobie z każdym z tych krajów osobno.,No
Prezydent zrezygnował z obietnicy sfinansowania nie pozostawionego dziecka.,Yes
"Kiedy jesteśmy słabi w domu ekonomicznie - wysokie bezrobocie, wysoka inflacja, zdezorientowany rząd, marnotrawstwo obrony, zachęca to do wywierania na nas presji.",No
"To właśnie nie mogę się doczekać i wiem, czego potrzeba, aby gospodarka działała, i wiem, jak wygląda gospodarka robocza.",No
"A gdybym kiedykolwiek powiedział: „To niewłaściwa wojna w niewłaściwym czasie w niewłaściwym miejscu”, żołnierze zastanawialiby się, jak mogę podążać za tym facetem?",No
"Nie chodziło tylko o to, że był to największy motor naszego deficytu federalnego, nasze ogólne koszty opieki zdrowotnej, ale to rodziny martwiły się o bankructwo, jeśli zachorują, miliony rodzin, w całym kraju.",Yes
To jest zadanie XXI wieku.,No
"Wynik netto polega na tym, że będziemy mieć pewną poprawę naszych wpływów.",No
"I dlatego wyszło 10 osób, które miały tak niesamowitą odpowiedzialność i w bezprecedensowy sposób powiedziało, że nie ufają Donaldowi Trumpowi w kodeksach nuklearnych ani nie ma palca na przycisku nuklearnym.",Yes
I nie dbasz o nic poza zarabianiem pieniędzy.,No
"Nie ma wątpliwości, że widzieliśmy w ostatnich latach - w ostatnich miesiącach - dodatkowe akty przemocy wobec Żydów we Francji i, oczywiście, przeciwko tym, którzy mieszkają w Izraelu, przez OWP i inne organizacje terrorystyczne.",Yes
"Tak więc nie jest kwestią stwierdzenia, że nasz budżet jest pełen marnotrawstwa.",No
Nie chcę rządowego finansowania wyborów kongresowych.,No
Ponieważ widzieliśmy to przez całą kampanię.,No
"Po pierwsze, możemy to zrobić za pośrednictwem Unii Afrykańskiej, pod warunkiem, że dajemy im wsparcie logistyczne.",No
"Nie nazywają go najbardziej liberalnym w Senacie Stanów Zjednoczonych, ponieważ nie pojawił się na wielu spotkaniach.",Yes
"6 milionów populacji Libii;Egipt, 80 milionów ludności.",Yes
"To jest bzdury medialne z głównym nurtem, ponieważ ona - szczerze mówiąc, myślę, że najlepszą osobą w jej kampanii są media głównego nurtu.",No
"I wierzą w to, ponieważ wiedzą, że nie oderwałbym wzroku z celu: Osama bin Laden.",No
"Powinniśmy mieć uniwersalne przedszkole i powinniśmy odliczyć podatek od naukowy, do 10 000 USD rocznie.",No
"Po prostu przypomina mi, wiesz, mówi, że zamierza zamknąć potrącenia i luki w swoim planie podatkowym.",No
"Myślę, że musimy zrównoważyć budżet każdego roku, spłacić dług publiczny, a w rzeczywistości zgodnie z moją propozycją dług publiczny zostanie całkowicie wyeliminowany do roku 2012.",No
To właśnie zrobiłem.,No
W rezultacie bezrobocie weteranów jest obecnie niższe niż populacja ogólna.,Yes
"Tak więc moja formuła mówi, że rośnie w tempie inflacji.",No
"Naprawmy więc to, co w tym złamane, ale nie wyrzućmy tego i nie oddajmy wszystko firmom ubezpieczeniowym i firmom farmaceutycznym.",No
"Przedstawiłem plan, aby upewnić się, że przywrócimy prace produkcyjne na nasze brzegi poprzez nagradzające firmy i małe firmy, które tu inwestują, a nie za granicą.",Yes
"Ale w każdym razie myślę, że po prostu patrzymy na fakty.",No
"I to, co powiedział prezydent o obniżkach podatków, zostało zniszczone przez wzrost opieki zdrowotnej, wzrost benzyny, wzrost czesnego, wzrost leków na receptę.",Yes
"I dlaczego uważam, że jest to oburzające - przede wszystkim to prawda.",No
Ale z pewnością poprosę wynik tych wyborów.,No
Zwiększamy bezpieczeństwo granic Stanów Zjednoczonych.,Yes
"Pochodzi z funduszu ogólnego, ale należy coś z tym zrobić.",Yes
"Ale jeśli wyrwamy porażkę ze szczęk zwycięstwa i przyjęliśmy plan senatora Obamy, będziemy mieli szerszą wojnę i sprawi, że wszystko będzie bardziej skomplikowane w całym regionie, w tym w Afganistanie.",No
"I nawet niektórzy z mojej własnej partii, w tym mój obecny wiceprezydent, mieli taką samą krytykę jak ty.",No
"Rozumiem, że istnieją wielkie różnice w tej kwestii aborcji, ale uważam, że rozsądni ludzie mogą spotkać się i wprowadzić dobre prawo, które pomogą zmniejszyć liczbę aborcji.",No
Dość często Kongres w przeszłości uchwalił przepisy mające na celu pomoc osobom z UH - własnością domów oraz kontrolą przestępczości oraz odpowiednich programów opieki zdrowotnej i edukacji i tak dalej.,Yes
Ambasador Glaspie dużo rozmawiał zaraz po 25 lipca i to jest fakt i jest we wszystkich gazetach.,No
Trudno byłoby je pokryć za osiem i- w ciągu dwóch i pół minuty.,No
"A może to tylko nasza różnica w rządzie, sposób, w jaki postrzegamy rząd.",No
"Po drugie, potrzebujemy aktywnego programu eksploracji w Ameryce.",No
Widziałem wartości rodzinne mojego ludu w Arkansas.,No
Kiedy powiedzieli: „Zamierzamy ograniczyć finansowanie planowanego rodzicielstwa”.,No
Nazwał to złoty standard transakcji handlowych.,Yes
"Jestem pewien, że każdy stan w związku je ma.",Yes
Nie chcą podnosić minimalnej płacy.,No
"Ale jeśli nie masz odwagi kontrolowania kosztów poprzez zmianę systemu ubezpieczenia i przyjmowanie biurokracji i regulacji opieki zdrowotnej w sektorze prywatnym i publicznym, nie możesz rozwiązać tego problemu.",No
"Wall Street Journal powiedział, że twoje liczby się nie sumują.",Yes
"I jest to część tego liberalnego establishmentu, jednej z tych liberalnych rzeczy, których po prostu nie możesz zrobić.",No
"Nazywam to przelotem, ponieważ właśnie tak by to było.",No
I byłby to poważny cios dla naszych umiejętności na Pacyfiku.,No
Mamy dziś niskie stopy procentowe.,Yes
Ale - i mówię to o wielu rzeczach.,No
"To, co chcę znaleźć, jeśli mam zaszczyt mieć możliwość zrobienia tego - a Sąd Najwyższy Stanów Zjednoczonych jest zagrożony w tej rasie, panie i panowie.",No
Jednocześnie ograniczamy trzynaście setek dwudziestu lat.,Yes
"A jeśli to zrobimy, możemy mieć wpływ.",No
"Żałuję, co wydarzyło się w ostatnich miesiącach.",No
Wszystkie te dzieci pójdą na studia.,No
"Kiedy sprzedają nam, nie ma podatku.",Yes
"I Ross właściwie mówi: Dobra, jest w tym trochę bólu.",No
"Nie zapominajmy, że nasze bezpieczeństwo narodowe i nasze bezpieczeństwo gospodarcze idą w parze.",No
"Trzyma broń z dala od rąk ludzi, którzy nie powinni mieć broni.",Yes
Nie wierzę w próbę wprowadzenia nowych testów na wybór federalnego sądownictwa.,No
... z Rosjanami i innymi obcymi mocarstwami.,No
Próbowaliśmy go obalić w Senatu.,No
"Ale musimy też być mądrzy, Jim.",No
"Inwestuj w amerykańskie miejsca pracy, edukację amerykańską, kontroluj koszty opieki zdrowotnej, ponownie połącz ten kraj.",No
Jestem - jestem - jestem szczęśliwy.,No
"Znalazłem kilka innych rzeczy, na które się zgadzamy.",No
"I na pewno nie powiem mu, dam ci większą elastyczność po wyborach.",No
"Mam na myśli, że musisz mieć przepisy, abyś mógł mieć pracę gospodarczą.",No
Głowa EPA powiedziała: „Nie można zbudować elektrowni węglowej.,No
"Przez odpowiednie przygotowanie mam na myśli, że na tym poziomie musimy przygotować program, program uzgodnił za zatwierdzeniem zaangażowanych przez szefów państw.",No
"Może teraz powiedzieć, że nie wierzy już, że należy wyciągnąć linię, pozostawiając te wyspy poza obroty obrony.",No
"Ale nie mylę słów z siłą;i w moim osądu, gdyby szczyt był przydatny, gdyby zbliżył nas do pokoju, to zamiast kłamstwa, które powiedzieliśmy - które zostało skrytykowane przez wszystkich odpowiedzialnych ludzi - byłoby o wiele lepiej, aby podążać za nimiWspólna procedura dyplomatyczna wyrażania żalu, a następnie próba przejścia dalej.",No
"Cóż, jestem gubernatorem małego stanu od 12 lat.",No
"A kiedy gubernator Romney stoi tutaj, po roku kampanii, kiedy podczas republikańskiego podstawowego stał na scenie i powiedział „zamierzam udzielić obniżek podatków” - nie powiedział, że obniżki stawek podatkowych, powiedział „obniżki podatkówDla wszystkich „w tym 1 procent, powinieneś mu uwierzyć, ponieważ to była jego historia.",No
"Teraz, patrząc na inne części świata - Ameryka Południowa - rozmawiając o naszej płycie i poprzedniej.",No
"Ale w Waszyngtonie nie będzie dedykowane przez federalną biurokrację w Waszyngtonie, D.C.",No
"Ale nie mogłem całkowicie zaniedbać piękna otaczającego mnie - Pacyfik po jednej stronie autostrady, lśniący w słońcu, góry wybrzeża wznoszą się po drugiej stronie.",No
"Pozwól mi zobaczyć, od czego zacząć tutaj.",No
"Chcą pracy, chcą być w stanie upewnić się, że ich dzieci idą do dobrej szkoły.",No
Przede wszystkim są raporty w gazecie.,No
"A wiesz, co się stanie?",No
"Przestępca nie pojawi się i nie powie hej, daj mi mój I.D.",No
"Ci młodzi ludzie, kiedy wyjdą z tego cudownego uniwersytetu, będą mieli trudności ze znalezieniem pracy.",No
Dlaczego mieliby mówić - już tam nie zostają.,No
Nie podoba mi się ten pomysł.,No
"Będziemy musieli opracować lepsze systemy transportu społeczności, aby w przypadku autobusów i lekkiej kolei mogliśmy wymienić prywatny samochód w tych miejscach, w których wyraźnie nie był energooszczędny.",No
"Najważniejsze dobre rzeczy, które zdarzają się w Ameryce w rodzinach.",No
"Inflacja nas rabuje, jak już omówiliśmy, a biurokracja rządowa jest - tylko okropny bałagan.",No
"Czy to nie czas, aby to zrobić?",No
Wyjmimy ISIS.,No
"Trzecią rzeczą, którą musimy zrobić, to upewnić się, że konkurujemy w edukacji.",No
"I wiem, jak z nimi pracować.",No
"Chcę udzielić pracodawców małych firm, 25%, aby zachęcić do zapewnienia ubezpieczenia zdrowotnego dla pracowników w małych firmach.",No
Większość jej dawców zrobiła to samo co ja.,No
"Musimy teraz poprowadzić świat, aby rozstać się na rozprzestrzenianiu się jako całości.",No
I pozwól mi dodać słowo bezpieczeństwo;Należy to zrobić z najwyższym bezpieczeństwem.,No
"I myślę, że powinni pamiętać, że jedno głos może mieć wiele różnicy.",No
"Chcą wsparcia, chcą więcej szkoleń, chcą więcej pomocy.",Yes
"Poszedłem do Yad Beshef (Ph), Muzeum Holokaustu, aby przypomnieć sobie naturę zła i dlaczego nasza więź z Izraelem będzie niezniszczalna.",No
"To pewna pasja, która moim zdaniem jest to błędna pasja.",No
"Obecne przywództwo - istnieje - jest dość jednolity - w ich celu i myślę, że jest to grupa zwarta, a - i - myślę, że nierozsądnie byłoby powiedzieć, że pójdziemy na wojnę uh- W Jugosławii - jeśli Sowieci powinni zaatakować, co moim zdaniem byłoby bardzo mało prawdopodobne.",No
Tak powiedział admirał Mullen.,No
"Byłem w północnym Pittsburghu - myślę, że to było kilka tygodni temu, podczas mojej kampanii - wodociągowe w tym mieście zaczęły wyciekać, i dosłownie nie było dostępnych pieniędzy, aby je naprawić.",Yes
Wykręcił broń i kazał z nim sześciu Demokratów i przegrał jednym głosem.,No
Ponieważ ludzie nie powinni być dwukrotnie opodatkowani od swoich aktywów.,No
"Pan Greenspan, pomyślałem, że przegapił okazję, by powiedzieć, że jest trzecia droga, a mianowicie lepszy wskaźnik zwrotu z środków ubezpieczenia społecznego wchodzącego w zaufanie.",No
I dlatego wprowadzam kompleksową reformę imigracyjną w ciągu pierwszych 100 dni ze ścieżką do obywatelstwa.,No
Teraz mogę tylko to powiedzieć.,No
I powinniśmy być przygotowani na dostarczenie tych funduszy.,No
"I myślę, że tak powinno być.",No
"Mamy porozumienie w sprawie nuklearnej, ale nie mamy jeszcze tych rzeczy.",No
"Spotkałem się z wieloma z nich i słyszałem, jak ważne jest, aby poczuć, że są poszukiwani i włączani oraz część naszego kraju, część naszego bezpieczeństwa wewnętrznego, i to właśnie chcę zobaczyć.",No
Nie możemy sobie pozwolić na to - wzięła to jako powiedzenie broni nuklearnej.,No
"Mam na myśli to, że chcę to powstrzymać przed przejściem przez granicę.",No
"A ulga podatkowa była ważna, aby pobudzić konsumpcję i inwestycje, aby wyciągnąć nas z tej recesji.",Yes
"Chodziło o sytuacje kryzysowe, prawda?",No
A także sektor prywatny powinien być zachęcany - do opinii publicznej korzyści z wydajności.,No
"Prezydent Bush na początku zrobił mądre rzeczy, ale jedną z okazji, której brakowało, było, kiedy rozmawiał z narodem amerykańskim, powiedział: „Wyjdź i kupuj”.",No
"Wiesz, w ciągu ostatnich 20 miesięcy zaprosiłeś mnie do swoich domów.",No
"Szczerze mówiąc, nie powiem tej osobie bez ubezpieczenia zdrowotnego, że „Przepraszam, będziesz musiał poczekać”.",No
"Po drugie, wzrost gospodarczy Związku Radzieckiego jest większy niż nasz.",Yes
"Jestem pewien, że prawdopodobnie to słyszałeś.",No
"Podręcznik ten - z których kilka tysięcy zostało wyprodukowanych - zostało rozpowszechnionych, zamawiając zabójstwa polityczne, zatrudnienie przestępców i inne formy terroryzmu.",Yes
"Przeciętny Koreańczyk Południowy jest o trzy cale wyższy od przeciętnego Korei Północnej, ogromnego gułagu.",Yes
"I dlatego byłem taki - byłem tak zszokowany, gdy Donald publicznie zaprosił Putina do włamania się do Amerykanów.",Yes
"I powiedziałem, że popełniono błędy.",No
"Powiedział, że jeśli jest wystarczająco dobre, aby kongresmeni i senatorowie mieli wybór, seniorzy powinni mieć wybór.",No
Nie działa lepiej przez prywatnych ubezpieczycieli.,No
"I jeden ostatni komentarz, UH - gubernator Carter mówi o rachunkach podatkowych i wszystkich nierównościach, które istnieją w obecnym prawie.",No
Średni dochód w niektórych z tych krajów wynosi dwadzieścia pięć dolarów rocznie.,Yes
"Kiedy wiceprezydent podejmie decyzję, będzie to jego decyzja.",No
"Pamiętaj również, że Milosevic został oskarżony jako przestępca wojenny i powinien zostać pociągnięty do odpowiedzialności za swoje działania.",Yes
Stworzyliśmy 23 miliony nowych miejsc pracy.,Yes
Nie ma nic złego w jej teorii.,No
"Służy również do przekazywania matek i ojcom kontroli ubezpieczenia społecznego, na których żyją.",Yes
"I zamierzam zachować dźwięk funduszu powierniczego Social Security i zachować nasze zaangażowanie w osoby starsze, a może na linii, może kiedy dostaniesz dwie dekady lub jedną w następnym stuleciu, będziesz musiał spojrzeć na to jeszcze raz na to, ale nie teraz.",No
"Odpowiedź brzmi: jeśli wygra, absolutnie ją wspieram.",No
"Po pierwsze, przy najwyższym priorytecie musimy uzyskać rachunek za depresyjne obszary przez następny Kongres.",No
Stało się to na zegarku tego prezydenta.,Yes
Nie chcą tego wyścigu zbrojeń.,No
"To jedyny sposób, w jaki pójdziemy naprzód.",No
"Zgadzam się z prezydentem, że musimy iść za nimi i zdobyć je gdziekolwiek są.",No
"Cóż, naprawdę wzywam do znacznej pracy, ponieważ bogaci tworzą ogromne prace.",No
"Zobacz, co dzieje się w Syrii, w Egipcie, teraz w Libii.",No
"Pracuje teraz w 1700 społecznościach - omijał Kongres w tej sprawie, Ross - 1700 społeczności w całym kraju.",Yes
To był plan prezydenta.,No
"Gdyby Rosja i Stany Zjednoczone dobrze się dogadały i poszły za ISIS, byłoby to dobre.",No
Są podstawowym aspektem gospodarki Ameryki.,No
"Ale nie zamierzam wybrać jednego i z góry, hipotetycznie powiedz: „Och, tak, wysyłalibyśmy tam żołnierzy”.",No
"Amerykanie są źli, są zdenerwowani i trochę się boją.",No
Muszę zapłacić administracji komplement.,No
"Usiadamy z Ahmadineżadem, a on mówi: „Zamierzamy zetrzeć Izrael z powierzchni ziemi” i mówimy: „Nie, nie jesteś”?",No
Głosowałem za obniżkami podatków dla małych firm.,Yes
"Mam ulgę podatkową na czesne w wysokości 4000 USD, która trafia do rodziców - i dzieci, jeśli zarabiają dla siebie - aby móc zapłacić za studia.",Yes
"Myślę, że zapis powinien pokazać, panie Newman, że uh - Biuro Spisu Powszechnego - sprawdziliśmy go wczoraj - wskazuje, że w ciągu czterech lat, że gubernator Carter był gubernatorem stanu Georgia, UH - wydatki przez wydatki przezRząd wzrósł o ponad 50 procent UH - pracownicy rządu w Gruzji podczas jego kadencji wzrosły o ponad 25 procent;A liczby pokazują również, że UH, uh - związane z zadłużeniem stanu Gruzji podczas jego gubernatora wzrosło o ponad 20 procent.",Yes
Nie mówię o odejściu.,No
"Kongresmen Jim Sensenbrenner, jest przewodniczącym Komitetu Sądownictwa Izby, powiedział nad swoim martwym ciałem, zanim zostanie przedłużony bez dokładnego ponownego sprawdzania.",Yes
"W naszym konkretnym kościele nie użyliśmy tego terminu: „Born na nowo”, więc nie wiem, czy bym to pasował - ten konkretny termin.",No
"Nie chcę widzieć sił deportacyjnych, o których Donald mówił w akcji w naszym kraju.",No
"Nie zamierzam wyznaczyć sędziego do sądu, który zamierza cofnąć prawo konstytucyjne, niezależnie od tego, czy jest to pierwsza poprawka, piąta poprawka, czy inne prawo, które są dziś podane na podstawie naszych sądów - zgodnie z Konstytucją.",No
Nie zgodziłbym się z tym.,No
Związek Radziecki porusza się szybciej niż my.,Yes
"Ale mam odpis, wiele z jego amortyzacji, co jest wspaniałą szarżą.",No
"Był w państwie, który powiedział, że w stanach Środkowego Zachodniej.",No
"Jako prezydent naciskałbym na długoterminowy, energiczny wzrost gospodarczy.",No
"Myślę więc, że nasz wybór - Boba Dole'a jako wiceprezydenta UH - opiera się na zasługach.",No
Wykonałeś świetną robotę.,No
"Każdy, kto mówi, że stopa inflacji jest w dobrej formie, powinien teraz rozmawiać z gospodyniami domowymi.",No
"Dlatego chcę obniżyć te długi i te stopy procentowe, przywrócić eksport Ameryki, pomóc wiejskiej Ameryce, która tak bardzo cierpi, i przywrócić tu prace dla naszych dzieci.",No
"Panie Prezydent, akceptuję twoje zobowiązanie do pokoju, ale chcę, żebyś przyjął moje zaangażowanie w silną obronę narodową.",No
W każdym razie to kolejna debata.,No
"Wydaje mi się, że masz selektywną pamięć.",No
"Zrobimy to, upewniając się, że korzystamy z technologii informacyjnych, aby dokumentacja medyczna była na komputerach zamiast wypełniać formularze w trzech powtórzeniach podczas pójścia do szpitala.",No
"Spotykają się z własnym lekarzem, gdy Bob Dole jest prezydentem.",No
Teraz możesz wrócić i zostać obywatelem.,No
"Aby przejść na listę, bronimy Japonii, bronimy Niemiec, bronimy Korei Południowej, bronimy Arabii Saudyjskiej, bronimy krajów.",No
"Nie sądzę, aby legalizacja narkotyków jest odpowiedzią.",No
Mówi na korzyść rebeliantów.,Yes
Ale musimy zrobić jeszcze lepiej.,No
"Wiedzą, że te toksyczne wysypiska odpadów powinny być już dawno oczyszczone i wiedzą, że życie i zdrowie ludzi są ryzykowane, ponieważ mieliśmy administrację, która była całkowicie niewrażliwa na prawo i zapotrzebowanie na ochronęśrodowiska.",Yes
"Dlaczego prezydent poczuł, że to jest złe i dlaczego prezydent słusznie i jego krytycy myli się?",No
"Z drugiej strony stwierdziliśmy, że projekt ustawy zajął trudności legislacyjne, w związku z czym nie podjęto żadnych działań.",Yes
"Zamierzam być liderem naszego kraju, na którym ludzie mogą liczyć, zarówno w domu, jak i na całym świecie, podejmować decyzje, które będą dalej pokoje i dobrobyt, ale także przeciwstawić się prześladowcom, niezależnie od tego, czy są za granicą, czy w domu.",No
Ludzie będą mogli zabrać swoją firmę ubezpieczeniową HMO do sądu.,No
Jakie są szanse wolności w tych obszarach?,No
Rozmieścił więcej żołnierzy niż jakikolwiek prezydent w historii na całym świecie.,Yes
"Cóż, Barbara, uważam, że istnieje fundamentalna różnica - i myślę, że w większości odpowiedzi było to widoczne, które pan Carter udzielił dziś - że poszukuje rozwiązania wszystkiego jako kolejnej okazji do programu rządu federalnego.",No
Bezpłatne narody odpowiedzą na nadzieje i aspiracje swojego ludu.,No
I to mnie dotyczy.,No
Udaliśmy się w Afganistanie.,No
"Teraz w odniesieniu do kilku rzeczy, które powiedział senator McCain, pogląd, że głosowałem na podwyżkę podatku dla osób zarabiających 42 000 dolarów rocznie, wszyscy, którzy patrzyli na to twierdzenie, że senator McCain nadal wysyła się.",Yes
"Poszła przez minutę, a ty jej nie zatrzymujesz.",No
"Kiedy patrzymy na budżet, budżet jest w dużej mierze zły, ponieważ mamy ludzi, którzy nie mają pojęcia, co robić i jak kupować.",No
"Chcę przyszłości i myślę, że musimy ją złapać.",No
"I to republikanie domowe zdecydowali, że będą częścią rozwiązania tego problemu.",Yes
To prawdopodobnie najgorszy ze wszystkich.,No
"A powiedzieliśmy, że zmieńmy te certyfikaty.",No
Nie chcę zaangażować naszego wojska w Syrii.,No
"Co określi, czy senator Kennedy lub ja, jeśli jestem wybrany, byłoby wielkim prezydentem?",No
To są - kamienie węgielne mojego planu.,No
Mój był w oddziale wykonawczym.,No
"Ale dzięki tym prognozom będziemy mieli zrównoważony budżet do roku podatkowego 1981, jeśli będę wybrany prezydentem.",No
"Wygląda teraz na stałe negocjacje, że możemy mieć porozumienie, które usuną Kubańczyków z Angoli.",No
W rzeczywistości jest na Medicare.,Yes
"Jeśli jestem prezydentem, podwoję ich, a także dostanę - olej z offshore i Alaski.",No
"Trudno w to uwierzyć, 500 jest jak dobre?",No
Nie widzę więc konfliktu między ratowaniem życia ludzi a obroną drugiej poprawki.,No
Mówimy o sprawach fiskalnych.,No
"Wiesz, poszliśmy na nalot libijski - pamiętasz ten?",No
Jestem na zasiłek podatkowy inwestycyjnego;Jestem na ulgę podatkową dla nabywców domów po raz pierwszy.,No
"Powodem, dla którego Medicare i Medicaid są bałaganem, jest to, że zamarliśmy.",Yes
"Musimy podejść do tego poprzez alternatywną energię, taką jak energia słoneczna, wiatr i biodiesel, i, tak, energia jądrowej, technologia czystej korzenia.",No
"Tak więc nowy porządek świata oznacza dla mnie wolność i demokrację, utrzymuj zaangażowanie, nie wracaj do izolacji.",No
To była jedna z cech mojej administracji.,No
Zadaniem wojska jest wygranie wojny.,No
Ponieważ w ciągu ostatnich czterech lat zostali pochowani.,No
"Powiem, przede wszystkim podpisałem rachunek reformy torturu, który poradził sobie z lotnictwem cywilnym kilka lat temu.",Yes
Zmodyfikowałem więc największy wzrost podatku w historii świata.,Yes
"Ale mogę cię zapewnić, że jeśli zostanie wybrany prezydentem, całe spektrum podatków zostanie ostrożnie przeszedłe.",No
Czasami czasami niż ludzie w obcych krajach.,No
"To jest siekierka, a potem wydostałbym się z skalpela, OK?",No
"Powiedział nawet pewnego dnia, że nie spotka się potencjalnie z premierem Hiszpanii, ponieważ on - wiesz, nie był pewien, czy są z nami dostosowani.",Yes
"A jeśli nie, skończą w więzieniu.",No
To właśnie wprowadza pracę.,No
"Nie sądzę, aby nadwyżka była pieniądze rządu.",No
"Są wystarczająco inteligentni, aby wiedzieć, że to nie jest dobry handel.",No
"Pamiętam, jak pewnego dnia na podłodze powiedziałem teraz, dżentelmeni, pozwól mi opodatkować twoje wspomnienia, a Kennedy podskoczył i powiedział: Dlaczego o tym wcześniej nie myśleliśmy.",No
"Nigdy nie polegałem na potężnych postaciach politycznych, które mogłem mnie urzędować.",No
"Powinna to być pomocna dłoń, a ulga podatkowa i opisane przeze mnie propozycje powinny być dobrą pomocną dłoń.",No
Po prostu - chciałbyś usłyszeć ...,No
Pytam o to.,No
"Tak, powinniśmy podjąć wielki wysiłek.",No
"Cóż, Martha, po pierwsze, pozwól mi powiedzieć-i powiedziałem wcześniej, ale powtórzę to, ponieważ chcę, żeby wszyscy to usłyszeli-to był błąd i biorę odpowiedzialność za użycie osobistego e-mailakonto.",No
Kontynuujemy również programy mieszkaniowe.,No
"Po pierwsze, powiem, numer jeden, kiedy zobaczyłem ostateczną porozumienie dla TPP, powiedziałem, że jestem przeciwny.",No
"To właśnie starałem się zrobić, utrzymując nasz kraj w pokoju.",No
"Cieszę się, że to wyjaśniłeś.",No
"Czy to czas, aby uwolnić nasze jedno-liniowce?",No
"Uważam, że musimy robić te rzeczy z rządem, który jest mniejszy i mniej biurokratyczny, ale mimo to musimy je robić.",No
"A rzeczywistość jest taka, że to nie tylko bogaci ludzie - wspomniałeś Donaldowi Trumpowi.",No
"Utrudniliśmy Embargo, ale zwiększyliśmy kontakty z ludźmi z Kubańczykami, w tym bezpośredniej usługi telefonicznej, która była w dużej mierze wspierana przez społeczność kubańsko-amerykańską.",Yes
"Czy twoja polityka tak naprawdę nie oznacza, że będziemy mieć dość wysoki stopień bezrobocia przez dość długi czas, wzrost ten będzie dość powolny i że nie będziemy w stanie zrobić wiele - bardzo w bardzonastępne cztery lub pięć lat, aby zaspokoić podstawowy program naszych krajowych potrzeb w miastach, w zdrowiu, w tranzycie i wielu takich rzeczach.",No
"To bardzo niewielu tworzy większość kryzysów, a my musimy je znaleźć i poradzić sobie z nimi.",No
Nasz kraj zmniejszył rolki dobrobytu na pół.,Yes
"Będzie to spowodować niedobór na rynkach światowych, ponieważ istnieje co najmniej pięć renomowanych badań, jedno nawet przez sam American Petroleum Institute, który, jak sądzę, wyraźnie wskazuje, że gdzieś wzdłuż końca obecnej dekady, całkowite światowe zapotrzebowanie na ropę naftowąpo prostu przekroczy całkowite dostępne materiały.",Yes
"Mówię, cóż, to nie jest tak trudne jak II wojna światowa i nie jest tak trudna jak rewolucja.",No
"A nasz zespół - zespół naszego kraju, wykonał świetną robotę.",No
Senator Obama głosował 94 razy w celu zwiększenia podatków lub od obniżek podatków.,Yes
"Pod względem programów, co, 4 różne budżety do Kongresu USA, bardzo szczegółowo.",Yes
"Teraz, co kocham - jestem tylko biznesmenem.",No
"Pamiętam, że byłem w szkole średniej w moim stanie, ponieważ organizowaliśmy coś, co nazywamy sojuszem gubernatora z narkotykami, i młodą 16 -letnią dziewczynkę podchodzącą do mnie, desperacko, uzależniona, zależna, mówiąc, gubernator potrzebuję pomocy.",No
"Jakie będzie kierownictwo prezydenta w tych obszarach, aby zapewnić równość możliwości zatrudnienia?",No
"Po trzecie, w Bośni jest to wirtualny cud, że nie było powrotu do wojny, a przynajmniej odbyły się wybory.",Yes
I znaliśmy granice ich energii jądrowej.,No
"Gubernator odmówił poparcia tego pomysłu, mimo że republikańscy i demokratyczni przywódcy w Kongresie poparli go.",Yes
"Cóż, wiesz, po raz kolejny Donald sugeruje, że nie poparł inwazji na Irak.",Yes
A ścigania wzrosły o około 68 procent - jak sądzę - jest liczbą.,Yes
"Dlatego chcę mieć wzrost wywiadu, który chroni nas tutaj w domu, dlaczego musimy iść za nimi z powietrza, w terenie, w Internecie, dlaczego musimy się upewnić tutaj w domu, nie pozwalamy terrorystom kupować broń.",No
"Nie wierzę, że istnieje jakiekolwiek obciążenie lub odpowiedzialność, której każdy Amerykanin nie zakładałby, aby chronić swój kraj, chronić nasze bezpieczeństwo, rozwinąć przyczynę wolności.",No
"To będzie zależało od ludzi, prawda?",Yes
"W rzeczywistości uważam, że szlachetnym celem tego kraju jest to, że każde dziecko, urodzone lub nienarodzone, musi być chronione przez prawo i witane w życiu.",No
"Musimy być silni, musimy być przygotowani do wykorzystania tej siły, ale musimy zrozumieć, że jesteśmy demokracją.",No
Nie pozwalają mi niczego uciec.,No
To nie jest główny problem.,No
"Zakładali, że stopa inflacji UH - wynika z nadmiernego popytu i zatem uwzględnionego ścisłego ograniczenia w gospodarce, bardzo wysokich stóp procentowych, co jest typowe również dla administracji republikańskiej, starał się zwiększyć UH - podatkowyUH - Płatności fizyczne i obniżają płatności podatkowe przez korporacje.",Yes
"Ci, którzy tu przybyli nielegalnie, zajmują ich miejsce.",No
"Prezydent przeniósł żołnierzy, więc ma 10 razy więcej niż liczba żołnierzy w Iraku niż w Afganistanie, gdzie jest Osama bin Laden.",Yes
"Następnie rozmawiałem z Seanem Hannity, który wszyscy odmawia nazywania Seana Hannity.",No
I nie zatrzymam się w naszych wysiłkach na rzecz polowania i zabicia terrorystów.,No
"Ale musimy również rozpoznać, że wiesz, abyśmy bardziej splątani militarnie w Syrii jest poważnym krokiem i musimy to zrobić absolutnie pewne, że wiemy, kogo pomagamy;Że nie wkładamy ramion w ręce ludzi, którzy ostatecznie mogliby skręcić ich przeciwko nam lub sojusznikom w regionie.",No
