sentence,label
"Oznacza to również, że odciąga granicę.",No
"Myślę, że nasi seniorzy zasługują na nowoczesny system medyczny.",No
Dziewięć milionów ludzi straciło pracę.,Yes
"Członek związku zawodowego musi wzmocnić i rozszerzyć swoje prawa, a nasze dzieci w edukacji powinny mieć możliwość ulepszenia się na podstawie swoich talentów i umiejętności.",No
"Wybrałbym kogoś, kto ściśle zinterpretuje konstytucję Stanów Zjednoczonych.",No
Chcę przywrócić znaczącą sieć bezpieczeństwa.,No
"Ale w momencie, gdy uh - przedłożyłem Kongresowi Stanom Zjednoczonym Kongresowi, przedłożyłem każdy dokument, który miał zastosowanie do umowy Synaju.",Yes
"Słuchaj, mam pięciu chłopców.",No
"Istnieje odniesienie do drogich części zamiennych, młotki kosztują 500 USD.",No
"I to było - to było to, co pozwoliło nam stać się numerem jeden w kraju.",Yes
Pan Bush próbuje uciekać przeciwko Lyndonowi Johnsonowi i Jimmy'emu Carterowi i wszystkim na świecie oprócz mnie w tym wyścigu.,No
"Ale nie byłem za rachunkiem, o którym mówił, ponieważ nie było wystarczająco trudne dla przestępcy.",Yes
"Ale myślę, że to było straszne.",No
Będę walczył o rodziny z klasy średniej oraz pracujących mężczyzn i kobiet i nigdy cię nie zawiodę.,No
"Wszystko, co zrobiła, to porozmawiać z Afroamerykanami i Latynosami, ale dostają głos, a potem wracają, jak mówią, zobaczymy za cztery lata.",No
"I, szczerze mówiąc, senator McCain głosował za czterema na pięć budżetów prezydenta Busha.",Yes
I to jest we wszystkich sekcjach Stanów Zjednoczonych.,No
"Utrzymam ubezpieczenie społeczne w Lockbox, co spłaca dług publiczny.",No
"A pole bitwy zostało przeszukane i nie było ani jednej IOTA dowodów na to, że każda broń amerykańska była na tym polu bitwy.",Yes
"I bardzo się cieszę, że John Kennedy został wybrany, ponieważ John Kennedy patrzył na przyszłość z odwagą, zobaczył, co należy zrobić, i zrozumiał własny rząd.",No
"Powodem, dla którego dochody spadły, jest to, że bezrobocie jest tak wysokie.",Yes
Teraz musi to znowu powiedzieć.,No
"Ostatnim punktem, który chciałbym zrobić, jest to: senator Kennedy zasugerował w swoich przemówieniach, że brakuje nam współczucia dla biednych, starszych i innych, którzy są niefortunni.",Yes
Myli się ten fakt.,Yes
Użyli tych broni przeciwko - przeciwko swoim obywatelom i zabili z nimi Amerykanów.,Yes
Jego opozycja polityczna jest w więzieniu.,Yes
A uczelnie społeczne są w pracy.,No
"Pracowałbym z naszymi sojusznikami w Azji, w Europie, na Bliskim Wschodzie i gdzie indziej.",No
Stać przy Izraelu.,No
I nawet niektórzy na twojej imprezie nie mogli tego kupić.,No
Są tutaj dwa bardzo różne problemy i muszą one zostać rozwiązane osobno.,No
"Nie wystarczy stać na tej płycie, ponieważ mamy do czynienia z najbardziej bezwzględnymi, fanatycznymi ... przywódcami, jakie świat kiedykolwiek widział.",No
"Widziałem, jak ignorujemy Afrykę.",No
"Wadą wyjdzie na tylną zaułek tak, jak kiedyś.",No
"I mamy solidny program badań i rozwoju, który trwał podczas mojej administracji.",Yes
I zatrzymasz je?,No
"Znam jedną rzecz na temat stanowiska prezydenta, jest to jedyna pozycja w naszej konstytucji, która jest wypełniona przez osobę, która ma odpowiedzialność za walkę nie tylko o jedno stan lub jedną dzielnicę lub dobrze połączone lub bogate, ale o walkę o walkęWszyscy ludzie, w tym zwłaszcza ci, którzy najbardziej potrzebują kogoś, kto wstanie i przyjmą wszystkie potężne siły, mogą pozostać na przeszkodzie.",No
"Chłopiec, aby tego słuchać - nie sądzę, że prezydent żyje w świecie rzeczywistości w odniesieniu do środowiska.",No
"Inne rzeczy - wszystkie inne rzeczy, o których wspomniałem - kosztują znacznie mniej.",Yes
"Powiedział, że ryba gniewa z głowy, gdy szedł za Eda Meese.",No
"Ale jeśli tak - jeśli tak, łatwo to naprawić.",No
"Niezależnie od tego, czy pożyczasz pieniądze, czy po prostu opodatkowasz je od ludzi, zabierasz taką samą kwotę z sektora prywatnego, chyba że i dopóki nie obniżycie udziału rządu w tym, co bierze.",No
"Dlaczego powinni kogoś ubezpieczyć, kiedy rząd go zapewni?",No
Ponieważ muszą zrównoważyć swoje budżety.,No
"Raz po raz, w złożonych, trudnych zadaniach, pozostałem na kursie.",No
Musimy być najsilniejszą siłą ekonomiczną na świecie.,No
"Pracownicy samochodów, których spotykacie w Toledo lub Detroit, są dumni z budowania najlepszych samochodów na świecie, nie tylko z powodu wypłaty, ale dlatego, że daje im poczucie dumy, że pomagają budować Amerykę.",Yes
"Musimy wywierać na nich presję tak mocno, jak to możliwe, ponieważ jeśli to zrobimy, nie będziemy musieli podejmować działań wojskowych.",No
"Po pierwsze, od George Washington mieliśmy muzułmanów w Ameryce.",Yes
"Można więc sobie wyobrazić, że gubernator Romney mógł obniżyć ceny gazu, ponieważ dzięki jego polityce możemy wrócić do tego samego bałaganu.",No
Jest to ważne dla broni nuklearnej.,No
Nie będziemy w stanie być wszędzie przez cały czas.,No
Mieliśmy okazję przeliterować nasze różnice na przyrzeczeniu wierności tutaj i na trudnym skazaniu pinów narkotykowych i tego rodzaju rzeczy.,No
"Fakty są po moim planie, najbogatszym z Amerykanów płacą więcej podatków od odsetka całości niż dzisiaj.",Yes
"Powiedział, że ekonomia spływu to ekonomia voodoo;Teraz jest największym praktykiem.",Yes
"Nie możesz pozwolić, aby perswazja publiczna cię kołysała, ponieważ zadaniem jest egzekwowanie prawa.",No
"Cóż, moim obaleniem jest to, że dług krajowy obwiniony za wiele rzeczy, ale nie za nielegalną imigrację przez naszą granicę - [śmiech] - i nie ma to z tym nic wspólnego.",No
"Tutaj jesteśmy z rządem, który zajmuje się prowadzącym narkotykiem panamskim dyktatorem.",No
A potem tylko w ostateczności nadal używaj energii atomowej.,No
Nie to mam.,No
"Cztery, w głosowaniach w ONZ, w szczególności w głosowaniu z Czerwonymi Chinami w ostatnią sobotę, otrzymaliśmy poparcie dla stanowiska, które objęliśmy tylko dwa kraje afrykańskie - jeden, Liberia, który był z nami przywiązany przez ponadCentury, a drugi związek Południowej Afryki, który nie jest popularnym krajem w Afryce.",Yes
"I dlatego chce to zawetować, tak jak w tym roku zawetował wcześniejszy rachunek.",Yes
"Dopóki nie dostaliśmy Kongresu Republikańskiego, w końcu dostaliśmy akcję, jestem dumny z moich kolegów z Partii Republikańskiej za to, że to zrobił.",Yes
"Ale faktem jest, że Ameryka jest największą siłą na dobre w historii świata.",No
Pracodawcy poniżej 50 lat są zwolnieni.,Yes
Jakie możliwości zapewnimy naszym obywatelom?,No
"Wiesz, Hillary uderza mnie w ogromne reklamy.",No
"Zdecydowanie największa liczba w historii Ameryki - nie tylko tych, o których czytasz, ale wiele mniejszych.",Yes
Świat jest bezpieczniejszy bez Saddama Husseina.,No
"Słuchaj, to człowiek, który ma wielkie liczby.",No
"Jest to rząd przez impasę i widzieliśmy prawie całkowity załamanie we właściwych relacjach między prezydentem, który reprezentuje ten kraj, a Kongresem, który zbiorowo reprezentuje również ten kraj.",No
"Został zablokowany przez Senat, w którym istnieje większość demokratycznej.",Yes
"Ale muszę wyznać, że po raz pierwszy naprawdę na tym skupiłem w nowy sposób.",No
A stany trudne w tej chwili nie mogą tego zrobić.,No
"Poprosił o 932 miliony dolarów wydatków na baryłkę wieprzową, prawie milion dolarów na każdy dzień, w którym był w Senacie Stanów Zjednoczonych.",Yes
"Wierzę, że chcą.",No
"Mówi także, że będziesz musiał zdobyć rabaty, jeśli firmy ubezpieczeniowe wydają więcej na koszty administracyjne i zyski niż na faktycznej opiece.",Yes
"I w przyszłości nie wykluczam Amerykanów z tego procesu, jak to zrobili Ford i Kissinger.",Yes
"Jestem jego produktem i chcę pomóc w spełnieniu tego marzenia dla każdego obywatela w tej ziemi, z dobrą pracą i dobrą płacą, z dobrymi szkołami w każdej części tego kraju i każdej społeczności w tym kraju.",No
"Kwota pieniędzy, które należy zebrać w podatkach dla rodzin z klasy średniej, aby całkowicie wyeliminować to na najbogatszych, miliarderach, które byłyby wyjątkowo ciężkim obciążeniem dla rodzin z klasy średniej.",No
"A jego własne UH - Office of Management and Budget zeznał, że ma ubezpieczenie o wartości 3 miliardów dolarów dodane do budżetu obronnego - budżet obrony pod presją Pentagonu.",Yes
Musimy podwoić rozmiar armii afgańskiej.,No
Po prostu wyjaśnienie faktów naprawdę szybko.,No
To różnica między nami.,No
Obserwowałem te osoby - takie same dla naszych lokalnych organów ścigania.,No
"I pozwól, że powiem ci jeden konkretny program pilotażowy, w którym dzieci, które nie mają szans, przejdź do tego programu, gdy mają 3 lata.",No
To był również błąd i kosztował tysiące miejsc pracy dla amerykańskich pracowników na Środkowym Zachodzie i całych Stanach Zjednoczonych Ameryki.,Yes
Oto kluczowe składniki.,No
"I zasugerowałem, że z pewnością było to ich wspólny interes, wraz z naszym, aby uniknąć konfliktu i próbować uratować świat i usunąć broń nuklearną.",No
"Powiedział nawet: no cóż, wiesz, jeśli była wojna nuklearna w Azji Wschodniej, no cóż, wiesz, w porządku ...",Yes
"Interesuje mnie 240 milionów obywateli w tym kraju, którzy dzielą się w amerykańskim śnie, wszystkich w każdej części tego kraju.",No
"(Śmiech, rozproszone oklaski) Mówię poważnie, choć myślę, że jestem w dzisiejszych czasach trochę bardziej kochany niż kiedyś w młodości, kiedy zacząłem w mojej ustawodawcy stanowej.",No
"Ostatni punkt: Prezydent Reagan, jako gubernator Kalifornii, podpisał ustawę, która jest prawdopodobnie najbardziej liberalną rachunkiem proaborcyjnym dowolnego państwa w Unii.",Yes
"Myślę, że społeczność biznesowa chce się zaangażować.",No
I musimy powstrzymać przemoc.,No
"Krok pierwszy, jeśli się tam dostanę, zamierzamy to posprzątać.",No
Specjalna Komisja Federalna wydała dobre solidne zalecenia.,No
"Zrobiłeś to dużo z powodu faktu, że byłeś w biurze.",No
"Wróćmy jednak do tego, co wskazał gubernator Romney, że zgodnie z jego planem będzie mógł pokryć osoby z istniejącymi warunkami.",Yes
Próbując przestraszyć ludzi w kabinie do głosowania.,No
"Moje przesłanie do naszych żołnierzy brzmi: „Dziękuję za to, co robisz.",No
Ale to nie jest pytanie.,No
"Wiem, że prezydent powinien mi odpowiadać, ale czasami mam trudności z połączeniem tego, co mówi, z tym, co powiedziałem lub jakie są moje stanowiska.",No
Może taki był cel.,No
"Cóż, jest ci winien odpowiedzi i powinien je zapewnić.",No
"Myślę o nauczycielu tutaj, w dużej mierze Hispanic School, Jaime Escalante, ucząc rachunek różniczkowy dla małych dzieci, z nich 80 procent wyjeżdżających na studia.",Yes
"I myślę, że właśnie tego potrzebujemy w tych wyborach.",No
Jestem dla podatnika Karta Praw.,No
"Praca, którą prezydent tworzy wynagrodzenie o 9 000 USD mniej niż prace, które przegrywamy.",Yes
Więc faworyzuję zamykanie luki w show.,No
Mówimy o hydraulika Joe.,No
"Zacząłem pracować nad reformą opieki społecznej w 1980 roku, ponieważ miałem dość widzenia ludzi uwięzionych w systemie, który coraz bardziej ich izoluje i uczynił ich dzieci bardziej narażonym na kłopoty.",Yes
"Jest to również odejście od ekonomii podatkowej i wydatków, ponieważ nie można opodatkować i podzielić gospodarki, która się nie rozwija.",No
"Utrzymaliśmy doktrynę, która powiedziała, że jeśli zawiera terrorystę, jesteś równie winny jak terrorysta.",Yes
"Zgodnie z propozycją leków na receptę Medicare, którą składam, oto jak to działa, idziesz do własnego lekarza.",Yes
"Myślę, że to widzisz.",No
"Idąc naprzód wraz z negocjacjami i, widzisz, myślę, że byłoby to głupia polityka negocjacyjna z Sowietami, aby wyciąć jedną lub drugą z dwóch opcji w tej chwili.",No
"Nie wierzę, że tak jest.",No
"Więc pozwolona to zrobić, ale nie wolno mi odpowiadać?",No
"Ludzie nie śmieją się - lekarze, aby pomóc komuś na autostradzie, które są ranne, ponieważ obawiają się, że niektórzy prawnik przyjdzie i dostanie duży proces.",No
Do końca tego roku będziemy trenować 125 000 żołnierzy.,Yes
"Wiesz, niektórzy rodzice martwią się o te filtry, że będziesz musiał zapytać swoje dzieci, jak je tam założyć.",No
"Wezwałem prezydenta do poparcia tej okładki powietrznej, a on zrobił-i oklaskiwam to.",Yes
"Dając im te obniżki podatków, mieli w kieszeni trochę więcej pieniędzy, więc może mogą kupić nowy samochód.",No
"Jeśli on lub przedstawiciele administracji są albo z ludźmi takimi jak Noriega w naszej polityce zagranicznej, lub nie realizuj tego połączenia w sposób, który umożliwia nam odcięcie i bycie przykładem dla naszych dzieci na całym świeciekraj.",No
"Nie utworzyli grupy jedności, jakiejś rady.",No
"Zapłać 1 USD za godzinę za swoją pracę, nie miej opieki zdrowotnej - to najdroższy pojedynczy element w tworzeniu samochodu.",Yes
"Teraz, zgodnie z moją propozycją, za każdego dolara, który proponuję na wydatki na takie rzeczy, jak edukacja i opieka zdrowotna, włożyłem kolejnego dolara w obniżkach podatków z klasy średniej.",No
"Och, nie, to będzie kosztować pracę, ale to nie - powiem to.",No
"I wiesz, niektórzy z nas wstali dwa lata temu i powiedzieli, że musimy wprowadzić przepisy, aby to naprawić.",No
"Miałem zapisanie ludzi z różnych środowisk do mojej administracji, a moją administrację lepiej jest w Teksasie.",No
"Jestem przekonany, że dopóki nie odwrócimy tego spadku własności domu i nie umieścimy pod nim podłogi, aby ludzie mieli nie tylko nadzieję i przekonanie, że mogą pozostać w swoich domach i zrealizować amerykański sen, ale ta wartość pojawi się.",No
Ale nie jeden z tych kluczowych przywódców demokratycznych nie popiera naszej polityki w Ameryce Środkowej.,Yes
"[Oklaski] Proponuję budżet - zaproponowałem budżet, który w rzeczywistości zwiększyłby siłę naszego narodu, podwójną siłą Związku Radzieckiego.",No
"Nie ma tam nikogo, kto może stanowić dla nas zagrożenie.",No
"W kraju tak zamożnym jak nasz, abyśmy byli zbankrutowaniem, ponieważ nie mogą zapłacić rachunków medycznych - aby moja matka umarła na raka w wieku 53 lat i musieli spędzić ostatnie miesiące jej życiaW sali szpitalnej spierają się z firmami ubezpieczeniowymi, ponieważ mówią, że może to być wcześniej istniejący stan i nie muszą płacić jej leczenia, jest w tym coś zasadniczo złego.",No
"Narzeka, że Donald Trump skorzystał z kodeksu podatkowego.",Yes
"Nie ma teraz sposobu, aby nasi ludzie zrozumieli, czym jest ich rząd.",No
"Jeśli spojrzysz - przepraszam, Chris - jeśli spojrzysz na swoje listy wyborców, zobaczysz miliony ludzi zarejestrowanych do głosowania - miliony, to nie pochodzą ode mnie - pochodzi z raportu Pew iInne miejsca - miliony osób zarejestrowanych do głosowania, których nie należy zarejestrować do głosowania.",Yes
"Nigdy wcześniej nie mieliśmy testów obywatelskich w naszym kraju i nie sądzę, abyśmy mieli dziś kartę obywatelską.",Yes
To świetna kraina.,No
"I naprawiliśmy to i zabiliśmy go, a ludzie skończyli w więzieniu federalnym, więc wiem, jak to zrobić, ponieważ zaangażowałem się w te kwestie przez wiele, wiele lat.",Yes
Ale to mniej niż 1 procent całkowitego kosztu opieki zdrowotnej.,Yes
Jeszcze około pięć miesięcy temu japońska gospodarka była w głębokiej recesji.,Yes
"Teraz, jeśli nie chcesz tego robić, nie jestem twoim mężczyzną.",No
Te rzeczy zrewolucjonizowałyby amerykańską edukację i zabrałyby nas na najwyższą ekonomicznie.,No
"Nasze szkoły stają się coraz lepsze, a nasze szkoły mogą być jeszcze lepsze dzięki odpowiedniemu rodzajem przywództwa i partnerstwa społeczności na poziomie szkoły.",No
Teraz cytujesz badanie.,No
"Osama bin Laden nie ustali, w jaki sposób się bronimy.",No
"Powiedziała, że myślała, że broń nuklearna - i kontrolę broni nuklearnej.",No
"I aby państwo mogło zakłócać tę decyzję, pod dowolną postacią i przy jakimkolwiek uzasadnieniu, aby państwo próbowało przejąć w tej sytuacji, a przez edykt, dowódź, co dana osoba zrobi, i zastąpić sumienie tej osoby,Dla jej prawa skonsultowania się z rabinem, jej ministrem, kapłanem, jej lekarzem - każdym innym wybranym przez nią doradcy - myślę, że wykracza poza to, co chcemy zobaczyć w tym kraju, jeśli naprawdę wierzymy w pierwszą poprawkę: jeśli myNaprawdę wierz w wolność wyboru i prawo jednostki.",No
"Całkowicie sprzeciwiam się przekształcaniu jednego na sześć dolarów z funduszu powierniczego ubezpieczenia społecznego, jak zaproponował gubernator na giełdzie.",Yes
"Był czas, kiedy była nadzieja dla tych, którzy byli biedni i beztroscy i którzy byli - starsi lub którzy byli chory lub którzy byli w grupach mniejszościowych, ale ten czas minął.",No
Obiecał -on -wiesz -pozwól mi tylko powiedzieć -,No
"Myślę, że jest wystarczająco dużo - nawet patrzymy na naszą propozycję obniżki podatków, naszego pakietu gospodarczego.",No
"Teraz znów walczymy, aby zdobyć Mosul.",Yes
"I zaczniemy gromadzić zespoły, aby zebrać wszystkie istniejące plany i zrobić coś z nimi.",No
"To jest część, która wymaga od pracodawców ustalenia obywatelstwa pracownika przed ich zatrudnieniem.",No
Porozmawiam z tobą o ważnym aspekcie tego problemu.,No
"A kiedy senator McCain mówi, że chce zapewnić dzieciom opiekę zdrowotną, nie wspomina, że głosował przeciwko ekspansji programu ubezpieczenia zdrowotnego dla dzieci, który jest odpowiedzialny za upewnienie się, że tak wiele dzieci, które nie miały wcześniej ubezpieczenia zdrowotnegomieć to teraz.",Yes
"Teraz senator Obama mówi o bardzo, bardzo bogatej.",No
"Cóż, pozwól mi po prostu odpowiedzieć w odniesieniu do ubezpieczenia społecznego.",No
Możemy zrobić lepiej niż to.,No
"Teraz zrozum, co to oznacza „bez warunków wstępnych”.",No
"Cóż, w rzeczywistości jest.",No
"Jeśli tego nie zrobią, jest to bardzo trudna sytuacja dla naszego kraju, ponieważ patrzysz na Orlando i patrzysz na San Bernardino i patrzysz na World Trade Center.",No
"Teraz, której nie rozumiem, Jim, jest to, dlaczego najbogatsze 1% otrzymuje obniżki podatków w pierwszym roku, ale 95% seniorów musi czekać cztery do pięciu lat, zanim zdobędą jeden grosz?",Yes
"I nie wierzę - wierzę, że powinienem powiedzieć, jak kiedyś powiedział Lincoln, że nie mógłbym - byłbym najgłupszym człowiekiem na świecie, gdybym pomyślał, że mógłbym skonfrontować się z obowiązkami biura, gdyby posiadamNie mogłem zwrócić się do kogoś, kto był silniejszy i większy niż wszystkie inne.",No
"Teraz senator McCain ma również rację, że jest to trudne.",No
"Czy nie miałoby to większego sensu, gdyby rząd pozwolił im zatrzymać tam własne pieniądze?",No
"I upewnimy się, że nikt, żadna korporacja, i żadna osoba nie może uciec bez płacenia sprawiedliwego udziału, aby wesprzeć nasz kraj.",No
"Osiem milionów dzieci każdego roku ma ubezpieczenie zdrowotne, ponieważ kiedy byłem pierwszą damą, pracowałem z Demokratami i republikanami, aby stworzyć program ubezpieczenia zdrowotnego dla dzieci.",Yes
Nasze stowarzyszenie i związek z naszymi sojusznikami jest niezbędny dla siły Ameryki.,No
"Musimy się upewnić, że to działa poprawnie.",No
"Odpowiedź na to oczywiście brzmiała nie, w wyniku czego zostałem wybrany do tego biura i obiecałem nowy początek.",No
"Najwyraźniej chce wydać miliardy na MX na wagonie kolejowe, system broni, którego nie potrzebujemy i nie stać.",No
"Cóż, pozwól mi po prostu coś szybko naprawić.",No
Nasz rząd jest mniejszy i mniej biurokratyczny i nadał państwom większą władzę niż dwóch poprzedników pod prezydentami republikańskimi.,Yes
"To, co stało się z naszymi pracami, naszym krajem i naszą gospodarką, ogólnie - spójrz, jesteśmy winni 20 bilionów dolarów.",Yes
"Teraz, za każdego dolara, który proponuję wydać na edukację, wydaje 5 USD na obniżkę podatków za najbogatsze 1%.",Yes
"Nie, ale cieszę się, że zadałeś to pytanie, ponieważ wiem, że dotyczy to wielu ludzi.",No
"Kiedy prezydent ćwiczy swoją władzę weto, musi mieć za sobą ludzi, a nie tylko jedną trzecią kongresu.",No
Że wydaliśmy - najwyższe 1% otrzymuje 223 w przeciwieństwie do 445 miliardów w nowych wydatkach.,Yes
Pochodzi z kieszeni ludzi mieszkających w tych obszarach.,No
"Miało to związek z dyskusją, którą przeprowadziliśmy poprzedniego dnia na temat ogólnego pytania o zmniejszenie budżetu.",No
"Ale chcę się tam dostać i dać lepszą możliwość edukacji wszystkim naszym dzieciom i dlatego zawetowałem budżet, który zdałeś 30 miliardom dolarów w cięciach edukacyjnych.",Yes
"Tak, w przypadku bezrobocia, które prawdopodobnie wywierą dodatkową presję na ceny, jak chcesz rozważyć politykę dochodów, innymi słowy, kontrolę płac i cen?",No
Poza tym obniżamy podatki dla wszystkich.,Yes
"Poszedł na jedno spotkanie, a potem usłyszeliśmy, że ustępuje.",No
Więc musimy to zrobić.,No
"Faktem pozostaje prawie 30% jego proponowanej obniżki podatkowej - tylko dla Amerykanów, którzy zarabiają ponad 1 milion dolarów rocznie.",Yes
"Głównym pytaniem w tych wyborach jest naprawdę, jakim krajem chcemy być i jaką przyszłość razem zbudujemy.",No
Nie powinniśmy - zmuszać naszych nacjonalistycznych sojuszników do zejścia z nich i oddania ich komunistom.,No
"Teraz ten rachunek podatkowy - który nie dotarł jeszcze do Białego Domu, ale oczekuje się za dzień lub dwa - to około piętnastetset stron.",Yes
"Przykro mi, właściwie - był - był wysiłek ze strony prezydenta, aby mieć umowę o status sił, i zgodziłem się w tym i powiedziałem, że powinniśmy mieć kilka żołnierzy, które pozostały, które pozostałyNA.",Yes
Ale tutaj ograniczyłeś biuro Czaru o 83 procent.,Yes
"W 1980 r. - lub 1979 r. Osoba o stałym dochodach w wysokości 8 000 USD była 500 USD powyżej granicy ubóstwa, a to może wyjaśnia, dlaczego są jeszcze liczby w ubóstwie.",Yes
"Cóż, mamy tradycję lokalnej kontroli nad szkołami i jest to tradycja, która dobrze nam służyła.",No
Mieli osiem lat na zrobienie czegoś w Medicare.,No
"Zszedł na dół i wygłosił przemówienie ludziom, którzy byli po jego stronie, mówiąc, że zrobiłem coś złego.",No
"Widzimy, mamy przeciwne relacje między rządem a biznesem.",No
"Zbieramy pieniądze dla Partii Republikańskiej i robimy ogromnie małe darowizny, około 61 USD.",Yes
"Chciałbym tylko powiedzieć, że ta debata w pewien sposób jest żywym hołdem dla Mel Carnahan, ponieważ uwielbiał energiczną dyskusję na temat pomysłów w naszej demokracji.",No
"Właśnie tam myślę, że leży przyszłość świata.",No
"Wymaga testowania wszystkich nowych nauczycieli, w tym u tych, których uczą.",No
"W tych wyborach nie dotyczy debaty na temat sztuczek, chodzi o twoją przyszłość.",No
"Powiedziałem rzeczy, które, szczerze mówiąc, słyszysz te rzeczy, które powiedziałem.",No
"Susan, nie zgadzam się, że w mojej kampanii nie ma kobiet i mniejszości.",Yes
Ale jako prezydent muszę reprezentować wszystkich ludzi w kraju.,No
"W Kalifornii, jakiś czas temu mężczyzna pokonał kobietę tak brutalnie, że jej nienarodzone dziecko urodziło się martwą złamaną czaszką, a ustawodawca stanowy Kalifornii jednogłośnie uchwalił ustawę podpisaną przez ówczesnego gubernatora-podpisał prawo, które powiedziało, że powiedział prawo, które powiedziałoże każdy mężczyzna, który tak nadużywa kobiety w ciąży, że powoduje śmierć jej nienarodzonego dziecka, zostanie oskarżony o morderstwo.",Yes
I nie mają wątpliwości co do wielkości tego kryzysu.,No
"Sekretarz Clinton i inni, politycy, powinni robić to od lat, nie teraz, z powodu faktu, że stworzyliśmy ruch.",No
"Chcę dać seniorom, którzy są prawie starszymi, nie podoba mi się ten termin, ponieważ jestem prawie w tej kategorii, ale te 55–65 powinny być w stanie kupić Medicare za premie, które są rozsądne i uczciwei znacznie poniżej tego, co muszą teraz zdobyć.",No
"Innymi słowy, wierzę, że widzieliśmy społeczności lokalne i państwo przyjmujące więcej tej odpowiedzialności.",No
"I mam nadzieję, że to jak najszybciej.",No
"Moglibyśmy dodać do miejsc pracy w głównych obszarach metropolitalnych według propozycji, którą zaleciłem, która dałaby zachęty podatkowe przed przeprowadzką do śródmieścia i rozszerzenia lub budowy nowych roślin, aby wzięli zakład lub rozszerzyły zakład, w którym rozszerzyły zakład, w którym rozszerzyły zakład zakładLudzie są, a ludzie są obecnie bezrobotni.",No
"Wiesz, podejrzewam, że na ubezpieczeniu społecznym mamy nieco podobną pozycję.",No
Opuścili planowanie Departamentu Stanu w biurkach Departamentu Stanu.,No
"I nadszedł czas, abyśmy spojrzeli na skale wynagrodzeń.",No
Musimy odbudować siłę Ameryki w domu.,No
Zaproponował więcej niż Walter Mondale i Michael Dukakis łącznie.,Yes
"Panie wiceprezydent, bardzo dziękuję i chciałbym podziękować ludziom tutaj w Wake Forest i chcę podziękować wszystkim za wysłuchanie.",No
"I wątpię w całą szczerość, jeśli prezydent o tym wie.",No
"Uważam, że jeśli przez te wszystkie lata spędziliśmy próbę uzyskania poprawki, spędziliśmy tyle czasu na poprawianiu tych przepisów, co w Kalifornii - i jako pierwsi to zrobili.",No
"Ale ludzie, którym najbardziej pomogą, to ludzie pracujący, którzy wykonają pracę z powodu tego podatku.",No
"Myślę, że naród amerykański chcieliby w pełni zrozumieć, został do pewnego stopnia zbadany, ale - ale administracja przeprowadziła przywilej wykonawczy, aby zapobiec wychodzeniu wszystkich informacji.",Yes
"Cóż, chciałbym powiedzieć wszystkim, którzy obserwują dziś wieczorem, że docieram do wszystkich Amerykanów - demokratów, republikanów i niezależnych - ponieważ potrzebujemy wszystkich, aby uczynić nasz kraj, jaki powinien być, rozwijać gospodarkę, do tegoSpraw, aby było sprawiedliwe, aby działało dla wszystkich.",No
Miał zdolność tworzenia broni i zrobiłby broń.,No
"A teraz wkrótce będą prawdopodobnie główną mocą, tak jak oni.",No
"Uważam, że odpowiedzią na gospodarkę rolną nie jest zaangażowanie rządu, ale robienie tego, co sugeruję.",No
Ale nasz kraj jest z natury bardzo silny.,No
"„Nie, wydajemy twoje pieniądze.",Yes
"Jedziemy do obszarów takich jak Syria, gdzie przychodzą przez dziesiątki tysięcy z powodu Baracka Obamy.",Yes
Robimy naprawdę dobre postępy.,No
"Jeśli jest to szkoła upadająca, zamknij ją i ponownie otwórz się pod nowym dyrektorem z zespołem ds. Specjalistów, jak gubernator Jim Hunt w Karolinie Północnej.",Yes
"W naszych badaniach odkryliśmy również, że w tym wzrostu ubóstwa wszystko dotyczyło ich prywatnych zarobków.",Yes
"Innymi słowy, możemy negocjować wiele z tych różnic między nami bez przejścia na szczyt.",No
"Jeden z największych przepisów dla ludzi takich jak ja, szczerze mówiąc, często się poddam, kiedy uciekam, ponieważ znokautuję kod podatkowy.",No
"I jedna rzecz, którą muszę powiedzieć.",No
Jestem podekscytowany naszymi perspektywami jako narodu.,No
To nie będzie szybkie.,No
"Piotr, jest to jedna z najbardziej bolesnych decyzji, jakie musi podjąć prezydent.",No
"W ten sposób, dokonując mądrych wyborów, jesteśmy silniejsi, zwiększamy szanse na kontrolę broni.",No
"Myślę, że na ziemi jest optymizm i patriotyzm, i myślę, że znów jesteśmy w stanie posłuchać słów Thomasa Paine'a, który powiedział: „Mamy w naszej mocy, aby ponownie rozpocząć świat”.'",No
Dwa dni temu w biurze owalnym spotkałem się z ministrem finansów z Iraku.,No
"Kiedy widzą nienawiść, muszą to zgłosić.",No
W ciągu ostatniego roku mogłem wiedzieć tak wiele - rozwinęłem tak wielu przyjaciół.,No
"Jeśli będziemy mieć następcze, będę również chciałbym kontynuować.",No
Mówię tylko o tym.,No
Nie możesz więc winić praktyków za problem zdrowotny.,No
"Nie wierzę, że ktoś, kto poparł Roe przeciwko Wade, który byłby częścią tych kwalifikacji.",No
"To Ameryka jest na czele, pomagając w humanitarnej uldze dla Somalii.",Yes
"Eh- mówił o reżimie Castro i tym, co robiliśmy w Ameryce Łacińskiej.",No
"Wiem, jak to robią, moi przyjaciele.",No
Musimy opowiedzieć o naszych ideałach.,No
"Mówi o wszystkich pracach, które stworzył w ciągu jednego lub 2 lat.",No
"Człowiek, który powinien tu być dziś wieczorem, aby odpowiedzieć na te zarzuty, zdecydował się nie uczestniczyć.",No
